lot_id,label,rule_score,has_brand,brand_count,has_exclusive_phrase,exclusive_count,has_no_analogs,dealer_requirement,legal_marker_count,spec_precision_score,precise_param_count,geo_restriction,geo_count,standard_count,text_length,participants_count,deadline_days,budget_ratio,winner_repeat_count,customer_winner_pair_count,max_similarity,is_copypaste,is_unique
85119469-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.8493648421052632,0.0,0.0,0.0,0.0,0.0
85119711-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.8493648421052632,0.0,0.0,0.0,0.0,0.0
84601638-ЗЦП2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,15.0,0.005449804698876899,0.0,0.0,0.0,0.0,0.0
81910941-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85629358-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
81728621-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84136807-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0
85613831-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,984.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85620001-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,915.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85612824-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,695.0,0.0,16.0,1.4563106796116505,0.0,0.0,0.0,0.0,0.0
84072040-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82328842-ЗЦП2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,639.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85608673-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85608851-ОИ2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85608595-ОИ2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,628.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0
85608469-ОИ2,0,15.694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,10.945220484899536,0.0,0.0,0.0,0.0,0.0
85608460-ОИ2,0,15.694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,0.0,7.959183673469388,0.0,0.0,0.0,0.0,0.0
85608754-ОИ2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85608568-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,1.9110366919044846,0.0,0.0,0.0,0.0,0.0
85608816-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,0.0,0.0,1.3181812789258402,0.0,0.0,0.0,0.0,0.0
85655669-ГЗПОП1,0,12.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
85559122-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,16.0,1.6981132075471699,0.0,0.0,0.0,0.0,0.0
85583926-ОИ2,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,16.0,3.5555555555555554,0.0,0.0,0.0,0.0,0.0
84230154-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85599275-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,16.0,0.22684446460839686,0.0,0.0,0.0,0.0,0.0
85597396-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,16.0,0.3125,0.0,0.0,0.0,0.0,0.0
84228825-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
84229338-ОИ2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85655177-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,0.0,0.0,0.45278137128072443,0.0,0.0,0.0,0.0,0.0
84404087-ЗЦП1,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,0.0,0.0,3.564748201438849,0.0,0.0,0.0,0.0,0.0
82788235-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,15.0,1.0847457627118644,0.0,0.0,0.0,0.0,0.0
83085048-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,15.0,0.6818187210741594,0.0,0.0,0.0,0.0,0.0
81910937-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85655637-ГЗПОП1,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
85642644-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85655155-ЗЦП1,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,2.9661016949152543,0.0,0.0,0.0,0.0,0.0
85557710-ЗЦП1,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,3.8296536570053363,0.0,0.0,0.0,0.0,0.0
83470979-ОИ2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,16.0,0.48035863536205453,0.0,0.0,0.0,0.0,0.0
83466866-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,16.0,0.882827191986147,0.0,0.0,0.0,0.0,0.0
83470873-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,16.0,0.302107501933488,0.0,0.0,0.0,0.0,0.0
83471402-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,16.0,0.075,0.0,0.0,0.0,0.0,0.0
83799529-ЗЦП4,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0,20.0,1.68,0.0,0.0,0.0,0.0,0.0
83799479-ЗЦП4,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,20.0,1.8565900629177745,0.0,0.0,0.0,0.0,0.0
83799476-ЗЦП4,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0.0,20.0,2.3055555555555554,0.0,0.0,0.0,0.0,0.0
83311462-ЗЦП2,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
84072037-ЗЦП1,0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,15.0,2.25507209375327,0.0,0.0,0.0,0.0,0.0
85655596-ГЗПОП1,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
84356139-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85530387-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
85225483-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,0.0,15.0,1.0638297872340425,0.0,0.0,0.0,0.0,0.0
82752176-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,15.0,0.6400931044515565,0.0,0.0,0.0,0.0,0.0
82791261-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
85225437-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0,0.0,15.0,0.425531914893617,0.0,0.0,0.0,0.0,0.0
82803789-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,0.0,15.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0
84329513-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,15.0,0.8119999675200014,0.0,0.0,0.0,0.0,0.0
85598016-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,680.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
84666679-ЗЦП3,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,60.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0
84668660-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
84667317-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
84669461-ЗЦП4,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,15.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0
84669390-ЗЦП4,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
81928473-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,16.0,0.8156311172333793,0.0,0.0,0.0,0.0,0.0
85653776-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
85653760-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
85653798-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
82864633-ЗЦП1,0,15.694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,20.0,14.437505582499778,0.0,0.0,0.0,0.0,0.0
84667599-ЗЦП3,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
84668658-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,15.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0
84669225-ЗЦП4,0,12.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,15.0,2.4285714285714284,0.0,0.0,0.0,0.0,0.0
84667249-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0
84668146-ЗЦП3,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
84668541-ЗЦП3,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,15.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
84668275-ЗЦП3,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,15.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0
84667503-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
84668872-ЗЦП3,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,15.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0
85654116-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.6399355604583197,0.0,0.0,0.0,0.0,0.0
83025402-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.7159661016949153,0.0,0.0,0.0,0.0,0.0
85655084-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,20.0,0.4588235294117647,0.0,0.0,0.0,0.0,0.0
85655488-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85528467-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.8943310540988582,0.0,0.0,0.0,0.0,0.0
85568545-ЗЦП1,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,974.0,0.0,15.0,1.3153751304345664,0.0,0.0,0.0,0.0,0.0
85642198-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.8377449141622142,0.0,0.0,0.0,0.0,0.0
82821656-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,1.625,0.0,0.0,0.0,0.0,0.0
82817601-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.3078730904817861,0.0,0.0,0.0,0.0,0.0
85125816-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84865959-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.24630543650793651,0.0,0.0,0.0,0.0,0.0
81910935-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,0.0,0.0,0.5853658536585366,0.0,0.0,0.0,0.0,0.0
84244033-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
85501657-ЗЦП2,0,11.194444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0
85530594-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
83185745-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.2589928057553957,0.0,0.0,0.0,0.0,0.0
81567679-ЗЦП2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,1.6402873971084162,0.0,0.0,0.0,0.0,0.0
84346685-ЗЦП2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.5067077878838242,0.0,0.0,0.0,0.0,0.0
84751565-ЗЦП1,0,15.694444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,0.0,60.0,86.71573271150623,0.0,0.0,0.0,0.0,0.0
84803630-ОК1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,1.000103103412723,0.0,0.0,0.0,0.0,0.0
84803529-ОК1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.999896896587277,0.0,0.0,0.0,0.0,0.0
85654359-ЗЦП1,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,15.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0
85466358-ЗЦП2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0
85487677-ЗЦП2,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
82657235-ЗЦП1,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,3.1268264406779664,0.0,0.0,0.0,0.0,0.0
83792098-ЗЦП1,0,11.749999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,3.508063036705675,0.0,0.0,0.0,0.0,0.0
85258571-ОИ2,0,10.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,15.0,4.897790838553347,0.0,0.0,0.0,0.0,0.0
85259485-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
85263282-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0.0,15.0,1.9661043608194724,0.0,0.0,0.0,0.0,0.0
85262977-ОИ2,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0
81410885-ОИ4,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,15.0,1.6337733629590903,0.0,0.0,0.0,0.0,0.0
81928462-ЗЦП1,0,6.916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85211263-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,16.0,1.5,0.0,0.0,0.0,0.0,0.0
81910933-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0
85631079-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0
85642132-ЗЦП1,0,8.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,0.0,2.6939625,0.0,0.0,0.0,0.0,0.0
84072138-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,15.0,1.2658227494952714,0.0,0.0,0.0,0.0,0.0
83184146-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,1.6921269095182139,0.0,0.0,0.0,0.0,0.0
81408175-ЗЦП1,0,4.583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,0.0,1.3903515729403568,0.0,0.0,0.0,0.0,0.0
85487572-ЗЦП2,0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
